rep,gen,obj1,obj2
0,0,21.23568901268219,3766645790.7563515
0,1,9.09758792863e-312,9.09758794128e-312
0,2,9.097587938906e-312,3766416856.882204
0,3,9.09758793535e-312,3168683674.9971824
0,4,9.097587931396e-312,9.09758793772e-312
0,5,9.09758793614e-312,3044196924.2410736
0,6,9.097587927444e-312,9.097588253606e-312
0,7,9.09758825914e-312,3025890552.5343237
0,8,9.09758825756e-312,9.097588248073e-312
0,9,9.09758826507e-312,3018344150.741859
0,10,9.09758826428e-312,2992579877.0861783
0,11,9.09758825598e-312,2897718063.1088705
0,12,21.21559703150071,2858826241.645192
0,13,9.097588254e-312,2659949074.8957105
0,14,9.097588263883e-312,9.097588254397e-312
0,15,9.097588260325e-312,2584763937.0789003
0,16,9.09758825993e-312,2370068051.042791
0,17,9.09758825005e-312,9.097588247677e-312
0,18,9.097588264673e-312,9.097588252816e-312
0,19,21.215458793826485,2280522623.298594
0,20,9.097588261906e-312,9.097588250444e-312
0,21,9.09758824728e-312,9.097588261116e-312
0,22,21.214000248501403,2156222222.5121136
0,23,21.21345126462406,9.09758825558e-312
0,24,21.15933942163787,9.09758825479e-312
0,25,9.09758825835e-312,2099726935.4152715
0,26,9.09758826151e-312,1973519848.5604172
0,27,9.097588248863e-312,1887640644.5731523
0,28,21.156033409711103,1813031846.318086
0,29,21.15028249896782,1769075566.6773534
0,30,9.09758826309e-312,9.09758825242e-312
0,31,21.14750952116786,1750556544.912584
0,32,21.139642849795067,1749034680.5178394
0,33,9.09758811748e-312,1644690577.9062603
0,34,21.07809623225459,1631105571.1634598
0,35,9.097588117086e-312,1573490920.3803647
0,36,9.097588118667e-312,9.097588106414e-312
0,37,9.09758812104e-312,1433205828.4692879
0,38,9.0975881159e-312,1412043813.1351154
0,39,9.097588116295e-312,1350446020.2614615
0,40,21.032168816271355,9.09758811195e-312
0,41,9.09758811669e-312,1226452618.2649927
0,42,9.09758811432e-312,9.09758811827e-312
0,43,9.097588107205e-312,9.097588113924e-312
0,44,9.0975881242e-312,9.097588117876e-312
0,45,9.09758811076e-312,1209302485.5351353
0,46,21.01682319598887,1176477218.6866884
0,47,9.09758810681e-312,9.09758810523e-312
0,48,21.012053802170946,1150566208.9955533
0,49,21.007932895400838,9.097588107995e-312
0,50,21.003385221017624,1061123380.1859629
0,51,9.09758811274e-312,1061015058.9312403
0,52,20.995093419159197,1056522507.1036407
0,53,20.988318187880562,1009750111.3719332
0,54,9.09758812262e-312,9.097588110367e-312
0,55,20.952139896782846,9.097588190524e-312
0,56,9.09758818815e-312,906374084.6864467
0,57,9.09758819013e-312,905528899.4084828
0,58,9.097588186967e-312,9.09758819408e-312
0,59,9.097588191314e-312,9.09758819922e-312
0,60,9.09758819329e-312,898670360.6354443
0,61,9.097588192105e-312,887951439.7880245
0,62,20.93215820359395,840240373.3508096
0,63,9.097588192895e-312,745760064.1211536
0,64,9.0975881925e-312,744495209.2509793
0,65,20.930274120173138,708479944.1007204
0,66,20.923554408732635,688092157.4074858
0,67,9.097588189733e-312,688067818.7782844
0,68,9.097588195267e-312,682972367.8568625
0,69,9.097588200405e-312,9.097588194476e-312
0,70,9.097588199615e-312,658780916.9698461
0,71,9.097588197243e-312,9.097588196453e-312
0,72,9.09758819566e-312,649709624.3281401
0,73,20.916184768890464,632366004.5861565
0,74,9.097588203567e-312,631415832.787843
0,75,9.09758820436e-312,583413616.9703548
0,76,20.91442687628256,578341373.9569353
0,77,20.909655895180787,568182435.8790455
0,78,9.09758818657e-312,548850379.8063852
0,79,9.097588186176e-312,546055309.5595793
0,80,20.691336763441722,537365244.6240859
0,81,9.0975870537e-312,523937311.71609
0,82,9.09758705449e-312,516132387.80001783
0,83,20.660291089964616,9.097587055675e-312
0,84,20.63082532252739,486686801.2453102
0,85,9.09758705686e-312,9.097587057256e-312
0,86,9.09758705765e-312,466219315.59100634
0,87,9.09758705844e-312,465352125.711149
0,88,9.097587058837e-312,460382797.6339667
0,89,9.097587059627e-312,453458545.8713499
0,90,9.09758706042e-312,436601974.86975616
0,91,20.538099616147598,393598612.46363974
0,92,9.097587062e-312,9.097587062394e-312
0,93,9.09758706279e-312,378675838.41921914
0,94,9.09758706358e-312,9.097587063975e-312
0,95,20.51536057602842,350519275.8840871
0,96,9.09758706516e-312,338842590.962396
0,97,20.499276465466135,9.097587066347e-312
0,98,20.460812655511166,9.097587067137e-312
0,99,9.09758706753e-312,332728703.8463344
0,100,20.252305973676393,303475643.228071
0,101,9.097587069113e-312,290224438.05175763
0,102,9.097587069904e-312,288130517.29798305
0,103,20.10040127231444,9.09758707109e-312
0,104,20.01653537723963,240100457.1482397
0,105,9.097588401984e-312,9.09758839961e-312
0,106,9.09758840001e-312,9.09758840317e-312
0,107,19.95311324396848,237656386.70904538
0,108,9.09758840238e-312,9.097588396055e-312
0,109,9.097588394474e-312,203154640.6222954
0,110,9.09758839566e-312,9.097588405146e-312
0,111,9.097588406727e-312,201461984.39890757
0,112,19.865871472936703,9.097588396846e-312
0,113,19.767080616968,9.09758839131e-312
0,114,19.75318548872973,186888039.9896019
0,115,9.097588399217e-312,182886299.70480973
0,116,9.097588392893e-312,9.097588401193e-312
0,117,19.574613142533096,148116803.50407928
0,118,9.09758839408e-312,9.09758839882e-312
0,119,19.47838240963529,132596978.20769832
0,120,9.09758838894e-312,115905819.91796151
0,121,9.097588392103e-312,9.09758839329e-312
0,122,9.097588403565e-312,9.097588404355e-312
0,123,19.469776586271287,113426320.2073237
0,124,9.09758840554e-312,9.097588390917e-312
0,125,9.097588405936e-312,9.09758840712e-312
0,126,19.422266713026072,112602329.94218689
0,127,19.356363769306558,108718432.17680372
0,128,19.34359721197378,104532927.13253172
0,129,9.097588391707e-312,96024006.79736285
0,130,19.313666116271534,88931493.53899536
0,131,9.097588146097e-312,9.097588146493e-312
0,132,18.942386222977248,9.097588147283e-312
