rep,gen,obj1,obj2
0,0,30727.32727874308,18010.207464170482
0,1,9.097587926653e-312,17406.671583988234
0,2,28741.02166223895,9.09758826309e-312
0,3,9.097588254397e-312,9.097588252816e-312
0,4,28735.057286943724,9.097588265464e-312
0,5,9.097588258744e-312,9.09758826428e-312
0,6,28596.533793118368,16869.71120988385
0,7,27951.152449889287,9.097588248073e-312
0,8,27333.641716684037,9.097588254e-312
0,9,26813.42102891623,16783.071104566385
0,10,25569.10105940941,9.097588249654e-312
0,11,9.097588250444e-312,16178.903350641955
0,12,9.09758824728e-312,9.09758826072e-312
0,13,23523.202749578762,9.09758825835e-312
0,14,23040.29772910143,9.097588252025e-312
0,15,9.09758825756e-312,16029.102954568538
0,16,22561.291384275664,9.097588256373e-312
0,17,9.097588263487e-312,15667.361452665333
0,18,22326.825806645335,15641.63029000201
0,19,22105.523078125727,15364.041203719404
0,20,20500.534099783545,9.09758825914e-312
0,21,9.097588247677e-312,15206.019768792408
0,22,20459.53727724905,14778.969069854855
0,23,19315.34016950248,9.09758824649e-312
0,24,9.09758826507e-312,14713.02568371413
0,25,18879.85744675041,14127.303701386907
0,26,18660.952464573922,13645.23287557753
0,27,18383.911177275746,9.097588123015e-312
0,28,17518.221974969438,9.097588114714e-312
0,29,16899.980870234773,9.09758811195e-312
0,30,16667.198275657858,13627.914690196947
0,31,9.09758810839e-312,9.097588122224e-312
0,32,9.097588104833e-312,9.09758812104e-312
0,33,9.09758810681e-312,13165.587798671237
0,34,16559.09367701398,13158.854188028254
0,35,15958.810380051655,12957.150207681218
0,36,9.0975881076e-312,12817.612468414034
0,37,9.09758811076e-312,12786.670308208155
0,38,15311.310038328242,9.09758811827e-312
0,39,9.09758812262e-312,12785.715481599917
0,40,15195.95304120165,12655.758287737915
0,41,14059.654454596675,12605.494284755861
0,42,9.097588116295e-312,12532.890214004725
0,43,14041.582992119564,9.097588113133e-312
0,44,13287.463735301271,12239.739017618815
0,45,9.0975881242e-312,12110.434510354327
0,46,13204.710219515147,11997.1245387204
0,47,9.097588107205e-312,11985.32734476983
0,48,9.097588120643e-312,9.09758811432e-312
0,49,12584.408243943602,11803.211540139879
0,50,12390.655174477277,11737.670756511894
0,51,9.097588117876e-312,9.097588186176e-312
0,52,12264.662476638205,9.09758818657e-312
0,53,11744.485705626468,11692.817878252603
0,54,11724.619059943012,9.09758818815e-312
0,55,9.097588203567e-312,11378.612411234813
0,56,11481.16989655456,9.097588188943e-312
0,57,10968.629212954776,9.09758819566e-312
0,58,9.09758820396e-312,11309.978870407236
0,59,10507.151614801489,9.097588201196e-312
0,60,9.097588192105e-312,11185.045577969999
0,61,10091.95791877728,9.09758819685e-312
0,62,9.097588195267e-312,11163.287140568878
0,63,9209.426481749422,9.097588192895e-312
0,64,9155.719011066065,11146.36524533618
0,65,8932.173165208136,10948.199973233634
0,66,9.097588189733e-312,9.09758818855e-312
0,67,9.09758819013e-312,10767.819373286633
0,68,9.097588201986e-312,9.097588204753e-312
0,69,9.097588190524e-312,9.09758819329e-312
0,70,8827.482546485362,10751.754955225917
0,71,8798.368056033289,9.0975881925e-312
0,72,8504.86446390111,10739.797212872545
0,73,9.09758819922e-312,10654.618901394311
0,74,9.097588196057e-312,9.097588191314e-312
0,75,7241.735607260553,9.09758806436e-312
0,76,9.097588064754e-312,10514.713825791452
0,77,6690.385836207843,9.09758806594e-312
0,78,9.097588066335e-312,10434.12584947262
0,79,9.097588067126e-312,10361.049059580686
0,80,9.097588067916e-312,9.09758806831e-312
0,81,9.097588068707e-312,10292.745535927317
0,82,9.097588069498e-312,9.097588069893e-312
0,83,6670.870738333136,9.097588070683e-312
0,84,6630.847596252292,10208.078357498334
0,85,6385.99437047531,9.097588072264e-312
0,86,9.09758807266e-312,10173.864365474847
0,87,6161.055517829704,10045.231391539373
0,88,9.09758807424e-312,9.097588074636e-312
0,89,9.09758807503e-312,9.097588075426e-312
0,90,5668.872237898952,10016.948098215482
0,91,9.09758807661e-312,9957.335718667591
0,92,9.097588077403e-312,9.0975880778e-312
0,93,9.097588078193e-312,9.09758807859e-312
0,94,5430.426232565715,9764.686823317586
0,95,5351.107047583606,9.09758808017e-312
0,96,9.097588080565e-312,9.09758808096e-312
0,97,5228.432743221269,9.09758808175e-312
0,98,9.097588082146e-312,9.09758808254e-312
0,99,5214.725203876666,9370.23238404841
0,100,5106.230372114124,9.09758832744e-312
0,101,5018.437589847982,9.09758832823e-312
0,102,9.097588328625e-312,9366.749443201286
0,103,9.097588329416e-312,9.09758832981e-312
0,104,4947.310947857498,9.0975883306e-312
0,105,4886.579317786328,9.09758833139e-312
0,106,9.097588331787e-312,9333.976972048104
0,107,4787.887482322171,9.097588332973e-312
0,108,4696.344826338047,9227.032235016868
0,109,4494.314901494067,9162.342323647126
0,110,4393.631427761048,9.097588335344e-312
0,111,9.09758833574e-312,9.097588336135e-312
0,112,4368.375252248809,9126.25057590644
0,113,9.09758833732e-312,9.097588337716e-312
0,114,4252.320648069816,9118.360085842385
0,115,4241.789271461754,9067.3560306266
0,116,4230.365789813576,9.097588340087e-312
0,117,3862.3865180261,9.09758834088e-312
0,118,9.097588341273e-312,9029.994796386918
0,119,9.097588342064e-312,8971.534751832383
0,120,9.097588342854e-312,9.09758834325e-312
0,121,3804.4146906903857,9.09758834404e-312
0,122,3682.265715170525,9.09758834483e-312
0,123,9.097588345226e-312,8903.48137302367
0,124,9.097588346016e-312,8670.60476900827
0,125,3643.1511474837803,9.09758871194e-312
0,126,9.097588712336e-312,8656.150374107934
0,127,9.097588713127e-312,9.09758871352e-312
0,128,3448.923851981835,8534.97381797967
0,129,9.09758871471e-312,9.097588715103e-312
0,130,3390.440601966237,9.097588715893e-312
0,131,9.09758871629e-312,9.097588716684e-312
0,132,9.09758871708e-312,8488.829540216786
0,133,3388.9921707340136,8484.492802345618
0,134,9.09758871866e-312,9.097588719055e-312
0,135,3185.8023488066665,9.097588719846e-312
0,136,9.09758872024e-312,9.097588720636e-312
0,137,3082.3270452333486,9.097588721427e-312
0,138,9.09758872182e-312,8466.116062798796
0,139,9.097588722613e-312,9.09758872301e-312
0,140,2953.6030240678415,8424.23556961919
0,141,9.097588724194e-312,8405.477742410445
0,142,9.097588724984e-312,8394.421309380488
0,143,2925.4869765377734,8390.496614958916
0,144,2866.5078864157804,8342.363225106634
0,145,9.097588727356e-312,9.09758872775e-312
0,146,9.097588728146e-312,9.09758872854e-312
0,147,9.097588728937e-312,9.09758872933e-312
0,148,2819.119567925714,8250.93375919786
0,149,2790.6236604978426,9.097588730913e-312
0,150,2679.9324937205834,8242.14673559192
0,151,2644.710157713965,9.097588692495e-312
0,152,2398.910867280659,9.097588693285e-312
0,153,9.09758869368e-312,9.097588694076e-312
0,154,2330.524781261039,9.097588694866e-312
0,155,2231.4046881443155,8137.601355949597
0,156,9.09758869605e-312,9.097588696447e-312
0,157,9.09758869684e-312,9.09758869724e-312
0,158,2116.97128886853,8094.38712788974
0,159,9.097588698423e-312,9.09758869882e-312
0,160,9.097588699214e-312,9.09758869961e-312
0,161,9.097588700004e-312,9.0975887004e-312
0,162,2006.7743781927804,8059.281339673938
0,163,1936.273120899973,7986.4700729706
0,164,9.097588702376e-312,7820.354586871854
0,165,9.097588703166e-312,9.09758870356e-312
0,166,9.097588703957e-312,9.09758870435e-312
0,167,1935.0994458320274,9.097588705143e-312
0,168,9.09758870554e-312,9.097588705933e-312
0,169,1922.8581626562752,9.097588706724e-312
0,170,1897.430166652327,9.097588707514e-312
0,171,1780.8819312023284,9.097588708305e-312
0,172,9.0975887087e-312,7665.402598174744
0,173,9.09758870949e-312,9.097588709886e-312
0,174,9.09758871028e-312,9.097588710676e-312
0,175,1749.4107729468722,9.09758838815e-312
0,176,9.097588388545e-312,7662.048815476433
0,177,1549.833530983726,9.09758838973e-312
0,178,9.097588390126e-312,9.09758839052e-312
0,179,9.097588390917e-312,7623.766762336463
0,180,9.097588391707e-312,7596.491533518802
0,181,9.0975883925e-312,7586.907092191766
0,182,9.09758839329e-312,7546.899378941111
0,183,9.09758839408e-312,7487.472661424368
0,184,1531.3701887460884,9.097588395265e-312
0,185,9.09758839566e-312,9.097588396055e-312
0,186,9.09758839645e-312,7306.948423225067
0,187,1511.1050106855382,9.097588397636e-312
0,188,9.09758839803e-312,9.097588398427e-312
0,189,1499.9199900472952,9.097588399217e-312
0,190,1397.975657116639,9.09758840001e-312
0,191,9.097588400403e-312,9.0975884008e-312
0,192,9.097588401193e-312,9.09758840159e-312
0,193,9.097588401984e-312,7167.786143262429
0,194,9.097588402774e-312,9.09758840317e-312
0,195,9.097588403565e-312,9.09758840396e-312
0,196,1367.466724319993,9.09758840475e-312
0,197,9.097588405146e-312,7161.8039796372395
0,198,1366.6412253693616,9.09758840633e-312
0,199,9.097588406727e-312,7044.382292690914
0,200,1357.749799225766,9.097588164674e-312
0,201,1308.5266369548249,9.097588163884e-312
0,202,9.09758816349e-312,9.097588163093e-312
0,203,9.0975881627e-312,9.097588162303e-312
0,204,9.09758816191e-312,9.09758816151e-312
0,205,1260.9823290666752,6994.918162344384
0,206,9.097588160327e-312,9.09758815993e-312
0,207,9.097588159536e-312,9.09758815914e-312
0,208,9.097588158746e-312,6974.936794802114
0,209,1260.9823290666736,9.09758815756e-312
0,210,9.097588157165e-312,6968.2214832785685
0,211,9.097588156374e-312,9.09758815598e-312
0,212,9.097588155583e-312,9.09758815519e-312
0,213,1251.5992746957745,6897.411412754156
0,214,1190.0119927987412,9.097588153607e-312
0,215,9.09758815321e-312,6885.5021419095665
0,216,9.09758815242e-312,6683.383930921995
0,217,9.09758815163e-312,9.097588151236e-312
0,218,1180.64175182866,9.097588150445e-312
0,219,1176.160317145904,9.097588149655e-312
0,220,1168.3494971036662,6668.622974746548
0,221,9.09758814847e-312,9.097588148074e-312
0,222,9.09758814768e-312,9.097588147283e-312
0,223,1164.0854602318884,9.097588146493e-312
0,224,1162.3090578840201,6645.943528898149
0,225,9.097588145307e-312,9.097588677e-312
0,226,1156.1627838058298,9.09758867305e-312
0,227,9.09758868807e-312,6632.702370345118
0,228,1140.0546159509065,6628.298240458298
0,229,1132.7323055704444,9.09758868214e-312
0,230,9.097588684906e-312,6604.483470610707
0,231,1096.427033541658,9.097588673443e-312
0,232,9.097588674234e-312,6599.827995266738
0,233,9.097588675815e-312,9.097588682534e-312
0,234,9.097588690044e-312,6540.647716782332
0,235,9.09758867937e-312,6505.509967848615
0,236,1033.9317514674951,9.09758867858e-312
0,237,9.097588680163e-312,6486.643828174696
0,238,9.097588688463e-312,9.097588685696e-312
0,239,1007.6763078246322,6401.106910147666
0,240,9.09758868135e-312,9.097588683325e-312
0,241,1007.2931406068251,9.097588676605e-312
0,242,989.2857078009794,9.097588672653e-312
0,243,9.09758867186e-312,6343.566237872241
0,244,9.09758868372e-312,9.09758868609e-312
0,245,9.097588671467e-312,9.097588678186e-312
0,246,9.09758868965e-312,9.09758867779e-312
0,247,962.8576054732116,6343.23450848796
0,248,9.09758868688e-312,6331.405266104539
0,249,9.0975886853e-312,9.097588686487e-312
0,250,9.097588684115e-312,6281.040009774128
0,251,9.09758875281e-312,6278.22585270958
0,252,9.0975887536e-312,6263.935532568537
0,253,9.09758875439e-312,9.097588754786e-312
0,254,9.09758875518e-312,9.097588755577e-312
0,255,931.9788487410955,9.097588756367e-312
0,256,9.097588756763e-312,6238.77264855427
0,257,9.097588757553e-312,9.09758875795e-312
0,258,9.097588758344e-312,9.09758875874e-312
0,259,9.097588759134e-312,6230.775997742963
0,260,9.097588759925e-312,9.09758876032e-312
0,261,9.097588760715e-312,6122.864279307843
0,262,925.3056325509416,9.0975887619e-312
0,263,9.097588762296e-312,9.09758876269e-312
0,264,912.962563797284,9.09758876348e-312
0,265,9.097588763877e-312,9.09758876427e-312
0,266,862.2307534118738,9.097588765063e-312
0,267,9.09758876546e-312,9.097588765853e-312
0,268,9.09758876625e-312,9.097588766644e-312
0,269,9.09758876704e-312,9.097588767434e-312
0,270,9.09758876783e-312,9.097588768225e-312
0,271,9.09758876862e-312,6040.00444724467
0,272,9.09758876941e-312,9.097588769806e-312
0,273,9.0975887702e-312,9.097588770596e-312
0,274,9.09758877099e-312,9.097588771387e-312
0,275,9.09758877178e-312,6033.7734098209185
0,276,9.097588773047e-312,5933.221152596585
0,277,822.5435857575767,9.097588774233e-312
0,278,9.09758877463e-312,9.097588775023e-312
0,279,9.09758877542e-312,9.097588775814e-312
0,280,9.09758877621e-312,5805.55549801019
0,281,9.097588777e-312,9.097588777395e-312
0,282,9.09758877779e-312,5724.825680806383
0,283,9.09758877858e-312,5703.4849279328155
0,284,9.09758877937e-312,9.097588779766e-312
0,285,9.09758878016e-312,9.097588780557e-312
0,286,818.00410982405,9.097588781347e-312
0,287,9.097588781743e-312,9.09758878214e-312
0,288,817.7863246482679,9.09758878293e-312
0,289,9.097588783324e-312,9.09758878372e-312
0,290,9.097588784114e-312,5703.36277637487
0,291,815.6978310712284,9.0975887853e-312
0,292,9.097588785695e-312,9.09758878609e-312
0,293,812.5131999659833,5677.460173420917
0,294,810.3555874980887,5656.742281282768
0,295,9.097588788067e-312,9.09758878846e-312
0,296,9.097588788857e-312,9.09758878925e-312
0,297,9.09758878965e-312,9.097588790043e-312
0,298,801.9436991667507,9.097588790833e-312
0,299,776.3135780187158,9.097588791624e-312
