rep,gen,obj1,obj2
0,0,34.72574326756748,79.09546671595783
0,1,33.54076391496322,73.58594353162754
0,2,30.06897464945539,71.97981002107744
0,3,1.0863303691832661e-95,70.93366079685899
0,4,29.945612544583692,2.525771055637842e-52
0,5,6.234738686207328e-38,69.82245485518962
0,6,3.116262479998702e-33,1.2450251896290733e-47
0,7,27.357938987636555,5.061638081832246e-86
0,8,7.870789926282166e-67,6.37980172624687e-67
0,9,6.234738686207328e-38,3.112777233378497e+179
0,10,27.155817136597076,69.71888367997606
0,11,24.325149272199287,69.25291936558591
0,12,1.200987232403895e-71,1.0853981548381706e-71
0,13,7.109413490621105e-38,67.62381358920251
0,14,3.5728115930068828e-62,5.06791550097237e-86
0,15,1.917908062989083e-76,7.97682321740086e-72
0,16,23.84736236472476,4.085977832087127e-33
0,17,23.583185100298888,67.44198586360429
0,18,23.26720485741252,7.595273890535988e-96
0,19,22.251684623430965,66.9345142502365
0,20,22.017645319649198,66.14488740987876
0,21,7.509064234104831e-96,3.11626247995526e-33
0,22,1.657472323297737e-76,2.7151821245277174e-33
0,23,2.5286402588767267e-52,4.163019578959453e-245
0,24,21.09718512573164,2.9089094711903223e-33
0,25,3.218043201173468e-57,3.308846704237221e-33
0,26,20.691696102045306,64.0228309729573
0,27,19.18749793884437,63.573060807769636
0,28,19.042184217713725,2.5286402588767267e-52
0,29,18.583171734608584,4.013329966927823e-57
0,30,17.48083589140636,3.435051258410192e+179
0,31,3.0574748406915804e-57,9.956603390080716e-43
0,32,5.5422833924586105e-245,62.92368338520165
0,33,17.387620097043595,3.57280974584633e-62
0,34,16.505446153942458,2.579561843308708e-57
0,35,2.8123194008318276e-77,1.3050688983917908e-76
0,36,1.796587449275325e-52,6.379801725816405e-67
0,37,16.36731809591421,62.155253958481914
0,38,16.35031762542711,1.1294781895322507e-42
0,39,15.980801343420548,61.55354370377592
0,40,15.310499121081577,3.5728097674387965e-62
0,41,14.862458312344444,61.55260293727899
0,42,1.4275994215384654e-71,1.3050688906102892e-76
0,43,9.344324432341812e-67,60.96681629591922
0,44,14.766082906511473,1.5759066070684696e-52
0,45,13.869014895644892,2.424635197450929e-52
0,46,13.672733245441501,59.92280308167418
0,47,13.558191559562657,7.866386535572511e-67
0,48,13.084170336038875,1.3707786310542277e-71
0,49,3.572804167547907e-62,1.5694170595496456e-76
0,50,12.82367756068529,58.881391131448694
0,51,3.1162624800438945e-33,4.856346894064494e-33
0,52,12.723432719176927,5.061625713264668e-86
0,53,11.485162296163548,1.0853981514909712e-71
0,54,1.0331870543849196e-47,7.112884246852957e-38
0,55,7.509064345616124e-96,3.1162624800433676e-33
0,56,3.696289734283817e-33,58.09253258240802
0,57,1.6571696800574516e-47,1.0853981750264798e-71
0,58,11.259568170658401,2.1756450670050927e-76
