rep,gen,obj1,obj2
0,0,3732332131.0219307,34581.878267798435
0,1,9.09758825835e-312,33996.47654257502
0,2,3359087256.7532635,9.097587469583e-312
0,3,3101541002.044517,31986.56167139295
0,4,9.09758297825e-312,30484.94413648415
0,5,9.097586498527e-312,28726.462862766686
0,6,3017880908.38058,28553.054851089655
0,7,2921263397.166207,24724.455115059667
0,8,9.09758654912e-312,24453.667939742914
0,9,2654228454.3136945,24210.784881336396
0,10,2564348366.168833,9.097588252025e-312
0,11,2497263686.7696643,9.09758655228e-312
0,12,2071287237.8318412,20361.202822710347
0,13,1663167706.058888,9.097588248863e-312
0,14,9.097586555127e-312,9.0975783949e-312
0,15,9.097578396483e-312,9.097588409336e-312
0,16,9.097588408703e-312,20353.670099632534
0,17,9.09758840965e-312,20080.10960731634
0,18,9.09758825677e-312,19504.299447457477
0,19,9.097588386253e-312,19159.648144741826
0,20,9.09758837139e-312,18691.299690026717
0,21,1583888439.7339296,18658.46658625621
0,22,1537112943.429459,18332.19501024562
0,23,1449961480.7651792,17501.89593967336
0,24,1399659949.3404734,9.097588382775e-312
0,25,1343394722.7865152,16976.13353502851
0,26,1208558421.3571148,16966.003760086474
0,27,9.097588386885e-312,16212.548726449993
0,28,9.097588381826e-312,16042.578268792106
0,29,1181596222.73226,15361.14385583793
0,30,1047508892.8989747,15278.511668080017
0,31,951842999.0730969,15009.416073439294
0,32,939319508.742518,14626.531490055526
0,33,9.097588661665e-312,14329.049750166592
0,34,873581364.0008601,14314.282366045492
0,35,9.097588253606e-312,13960.436957400148
0,36,824647285.0782455,9.09758865977e-312
0,37,9.09758866356e-312,13435.622030218747
0,38,730447932.1949179,12772.942980028125
0,39,9.097588658503e-312,9.097588658187e-312
0,40,9.097588263487e-312,9.097588660084e-312
0,41,719666350.0560372,12232.617125498746
0,42,547286379.7325156,11914.069969768792
0,43,539653291.1086912,9.09758858198e-312
0,44,9.097588586725e-312,9.09758794207e-312
0,45,530632478.0478815,9.09758858862e-312
0,46,9.097587926653e-312,11201.47887656361
0,47,513050495.44682145,9.09758792863e-312
0,48,512794093.9057709,9.097588574393e-312
0,49,482441823.64863867,10700.083944920021
0,50,9.09758858546e-312,9.097588575974e-312
0,51,471628904.2082371,10527.023163239319
0,52,9.0975885804e-312,9.097588576606e-312
0,53,9.097587934954e-312,10214.108637329788
0,54,443968575.78737533,9979.39637021562
0,55,374963991.73293984,9868.836249011296
0,56,9.09758858641e-312,9237.389746927523
0,57,370132645.10519516,8950.416117153221
0,58,9.09758857724e-312,9.097587940487e-312
0,59,347090779.9806492,8873.008585009262
0,60,9.09758857376e-312,8669.794979709686
0,61,341550831.03164816,8666.789614161464
0,62,9.097587929815e-312,8347.119415655841
0,63,278687405.4225961,9.09758858483e-312
0,64,9.097588578187e-312,8177.031322767781
0,65,276302126.6865857,9.09758792942e-312
0,66,9.097587928234e-312,8053.074361689955
0,67,218095824.7657632,7659.439768967
0,68,9.097587931396e-312,7452.449322107666
0,69,216652725.3429017,6825.282611042659
0,70,215603297.12288544,9.097587930606e-312
0,71,214747474.17008787,9.09758708034e-312
0,72,193426431.98585624,6768.257227775788
0,73,183493741.4071137,6574.992308610148
0,74,178502185.82450265,9.09758707876e-312
0,75,178246266.6742348,9.09758793772e-312
0,76,9.097587087295e-312,9.09758708097e-312
0,77,170608675.8416492,6565.185850529377
0,78,155039429.0986591,6564.820237418811
0,79,9.097587082236e-312,6328.9242861497305
0,80,154468728.0424932,6220.60395766807
0,81,9.097587085714e-312,6040.811004896375
0,82,9.097587934163e-312,9.097587090457e-312
0,83,138451143.0538713,5801.427773320012
0,84,138035387.5956551,9.09758724255e-312
0,85,137510333.97805896,5699.70796113496
0,86,134540596.99778333,9.09758820159e-312
0,87,116843878.37102853,9.097587249507e-312
0,88,105396447.61035374,5695.254453763208
0,89,9.09758725425e-312,5402.4299824925165
0,90,9.09758820515e-312,5237.182904469033
